station,channel,station_latitude,station_longitude,vs30_ms,Ml,epicentral_distance,hypocentral_distance,channel_pga_pct_g,channel_pgv_ms
ZNPU,ENE,37.3562,-113.125,1460.0,3.6,192.83,192.89,0.00960823,0.003724
ZNPU,ENN,37.3562,-113.125,1460.0,3.6,192.83,192.89,0.00471114,0.00172197
7212,HNE,41.1959,-111.9417,256.0,3.1,89.98,89.98,0.00567876,0.00434363
7212,HNN,41.1959,-111.9417,256.0,3.1,89.98,89.98,0.00788565,0.00561008
HWUT,BHE,41.6068,-111.5652,2197.0,3.1,40.85,40.85,0.00650059,0.00565503
HWUT,BHN,41.6068,-111.5652,2197.0,3.1,40.85,40.85,0.00481526,0.00407741
BGU,HHE,40.9255,-113.0298,2197.0,3.1,183.44,183.44,0.00035512,0.00025186
BGU,HHN,40.9255,-113.0298,2197.0,3.1,183.44,183.44,0.00028207,0.00018965
HVU,HHE,41.7797,-112.775,2197.0,3.1,140.78,140.78,0.00179918,0.00095009
HVU,HHN,41.7797,-112.775,2197.0,3.1,140.78,140.78,0.00155897,0.00076928
JLU,HHE,40.602,-111.45,1010.0,3.1,124.48,124.48,0.00101311,0.00044334
JLU,HHN,40.602,-111.45,1010.0,3.1,124.48,124.48,0.0013741,0.00047003
